Kilometre,Marka,Model,Model Yılı,Motor Hacmi,Plaka,Renk,Ruhsat Cins ,Ruhsat Tip,Varyant,Vites Tipi,Yakıt Türü,Yetki Belge No,Çekiş Tipi,url,price
139.751,VOLVO,XC90,2020.0,2,34DKY739,717 Onyx Siyah, OTOMOBİL (AF ÇOK AMAÇLI) ,L ,B5 AWD 7-KOLTUK INSCRIPTION DIZEL/ELEKTR,Otomatik,Dizel,3400152.0,,https://www.otokocikinciel.com/ikinci-el-volvo/xc90/dizel/b5-awd-7-koltuk-inscription-dizelelektr-2259932,3.617.000 TL
74.933,FIAT,500X,2020.0,"1,6",34DPE140,TUTKU KIRMIZI,(OTOMOBİL(AF  ÇOK AMAÇLI) ,334,1.6 MJET 120HP DCT CITY CROSS,Yarı Otomatik,Dizel,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/500x/dizel/16-mjet-120hp-dct-city-cross-2264615,939.000 TL
62.93,SKODA,KODIAQ,2021.0,"1,5",34DYC098,Gri,OTOMOBİL(AC STATION) ,NS,1.5 TSI 150 PS ACT DSG PRESTIGE EU6.2,Yarı Otomatik,Benzin,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/kodiaq/benzin/15-tsi-150-ps-act-dsg-prestige-eu62-1269108,1.629.000 TL
63.272,CITROEN,C5 AIRCROSS,2021.0,"1,5",34EOT827,Beyaz,OTOMOBİL(AFÇOK AMAÇLI) ,A,SHINE BOLD 1.5 BLUEHDi 130HP S&S EAT8,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-citroen/c5-aircross/dizel/shine-bold-15-bluehdi-130hp-ss-eat8-3290015,1.350.000 TL
51.55,FORD,KUGA,2022.0,"1,5",34FGN834,KURŞUN GRİ+TİTANİUM SİYAH KUMAŞ DÖŞEME,OTOMOBİL (AF ÇOK AMAÇLI)MPV ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-3307672,1.430.000 TL
70.841,CITROEN,C5 AIRCROSS,2021.0,"1,5",34EOT902,Beyaz,OTOMOBİL (AF ÇOK AMAÇLI) ,A,SHINE BOLD 1.5 BLUEHDi 130HP S&S EAT8,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-citroen/c5-aircross/dizel/shine-bold-15-bluehdi-130hp-ss-eat8-3290022,1.350.000 TL
81.788,PEUGEOT,3008,2021.0,"1,5",34EGV370,Mavi, ,,ACTIVE PRIME 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/dizel/active-prime-15-bluehdi-130hp-eat8-2279945,1.203.000 TL
76.773,TOYOTA,COROLLA,2021.0,"1,8",34DUN118,Gri,"(EU,M)OTOMOBİL(AA SEDAN) ",ZE1EE,1.8 HYBRID DREAM E-CVT,Otomatik,Hibrit,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-toyota/corolla/hibrit/18-hybrid-dream-e-cvt-2267663,892.000 TL
38.986,AUDI,Q3,2022.0,"1,5",34FIH276,Siyah,OTOMOBİL(AC STEYŞIN) ,F3,35 TFSI 150HP STR ADVANCED,Yarı Otomatik,Benzin,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q3/benzin/35-tfsi-150hp-str-advanced-2311425,2.013.000 TL
50.353,FORD,KUGA,2022.0,"1,5",34FAE427,BUZ BEYAZI,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2297482,1.368.000 TL
42.528,AUDI,Q3,2022.0,"1,5",34FIA939,Siyah,OTOMOBİL(AC STATİON) ,F3,35 TFSI 150HP STR ADVANCED,Yarı Otomatik,Benzin,700082.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q3/benzin/35-tfsi-150hp-str-advanced-1311248,1.967.000 TL
71.528,FORD,KUGA,2022.0,"1,5",34FTS036,BUZ BEYAZI,OTOMOBİL(AF MPV) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2326157,1.367.000 TL
29.227,FORD,ECOSPORT,2022.0,1,34FCY516,Manyetik Gri, OTOBOBİL (AB HATCHBACK) ,JK8,1.0T ECOBOOST 125PS STYLE AUTOMATIC,Otomatik,Benzin,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/ecosport/benzin/10t-ecoboost-125ps-style-automatic-2300633,811.000 TL
47.753,BMW,X1,2018.0,"1,5",34BJA744,Siyah,OTOMOBİL( AC STEYSIN) ,F1X,1.5 SDRIVE16D X LINE,Otomatik,Dizel,3400246.0,Önden,https://www.otokocikinciel.com/ikinci-el-bmw/x1/dizel/15-sdrive16d-x-line-1200085,1.595.000 TL
46.028,OPEL,INSIGNIA,2020.0,"1,5",34DMC852,Kahverengi,OTOMOBİL(AB HATCHBACK) ,Z-B,1.5 DIESEL 122HP GS EDITION AT-8,Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/insignia/dizel/15-diesel-122hp-gs-edition-at-8-1261277,1.035.000 TL
62.803,FIAT,500X,2020.0,"1,3",34DPP518,TUTKU KIRMIZI,(OTOMOBİL(AF  ÇOK AMAÇLI) ,334,1.3 FIREFLY 150HP DCT CROSS,Yarı Otomatik,Benzin,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/500x/benzin/13-firefly-150hp-dct-cross-2264806,922.000 TL
47.806,FIAT,EGEA,2022.0,"1,2",34FHV367,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1310720,705.000 TL
43.539,OPEL,INSIGNIA,2020.0,"1,5",34DMC688,Kahverengi,OTOMOBİL(AB HEÇBEK) ,ZB,1.5 DIESEL 122HP GS EDITION AT-8,Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/insignia/dizel/15-diesel-122hp-gs-edition-at-8-1261265,1.017.000 TL
35.302,VOLVO,XC90,2022.0,2,34FMB416,DENİM MAVİ,OTOMOBİL(AF MPV) ,L,B5 AWD 7-KOLTUK INSCRIPTION DIZEL/ELEKTR,Otomatik,Dizel,3500164.0,,https://www.otokocikinciel.com/ikinci-el-volvo/xc90/dizel/b5-awd-7-koltuk-inscription-dizelelektr-1315481,4.383.000 TL
68.105,FORD,FOCUS,2022.0,"1,5",34FKV961,BUZ BEYAZI,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-3314756,1.200.000 TL
54.479,FORD,KUGA,2022.0,"1,5",34FIZ103,KURŞUN GRİ,OTOMOBİL(AF MPV) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2312087,1.362.000 TL
73.631,FIAT,EGEA,2022.0,"1,2",34FDB031,Beyaz, ,,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2300798,694.000 TL
98.943,MERCEDES,C-SERISI,2021.0,"1,6",34EBA226,Gri,OTOMOBİL(AASEDAN) ,204,C 200 DEXCLUSIVE 9G-TRONIC,Otomatik,Dizel,5500075.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-dexclusive-9g-tronic-1271731,1.854.000 TL
60.857,BMW,3 SERISI,2021.0,"1,6",34EAY139,Siyah,OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A M SPORT,Otomatik,Benzin,3500164.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-m-sport-1271373,1.930.000 TL
49.803,VOLKSWAGEN,TAIGO,2022.0,1,34FCF858,Beyaz,OTOMOBİL(ACSTATİON) ,CS,1.0 TSI 110PS LIFE DSG,Yarı Otomatik,Benzin,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/taigo/benzin/10-tsi-110ps-life-dsg-1300229,1.067.000 TL
74.881,PEUGEOT,508,2021.0,"1,5",34EZJ689,Kırmızı,OTOMOBİL (AB HATCHBACK) ,F,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/508/dizel/allure-15-bluehdi-130hp-eat8-2296989,1.285.000 TL
246.0,FORD,TRANSIT CONNECT,2013.0,"1,8",38DM044,Beyaz,KAMYONET(PANELVAN) ,PT2,KOMBI K210S 1.8TDCI 90PS SILVER,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/transit-connect/dizel/kombi-k210s-18tdci-90ps-silver-3419834,545.000 TL
42.75,NISSAN,JUKE,2013.0,1,38FE869,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,F15 JUKE,1.0 DIG-T 115 DCT TEKNA,Yarı Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/juke/benzin/10-dig-t-115-dct-tekna-3423918,789.000 TL
55.621,FORD,KUGA,2022.0,"1,5",34FIB339,KURŞUN GRİ,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2310941,1.389.000 TL
58.541,FORD,KUGA,2022.0,"1,5",34FGR481,PASİFİK MAVİ,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2307651,1.323.000 TL
51.567,JEEP,RENEGADE,2022.0,"1,3",34FJB060,Beyaz,OTOMOBİL(AFÇOKAMAÇLI) ,BU,1.3 150HP LONGITUDE BENZİNLİ DDCT 4x2,Yarı Otomatik,Benzin,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-jeep/renegade/benzin/13-150hp-longitude-benzinli-ddct-4x2-2312249,1.058.000 TL
72.576,FORD,FOCUS,2022.0,"1,5",34FGV928,MANYETIK GRI,(OTOMOBİL(AA SEDAN ,356,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2308253,1.151.000 TL
45.563,VOLVO,XC40,2022.0,"1,5",34FJY330,723 DENİM MAVİ METALİK,OTOMOBİL(AC STEYŞIN) ,X,1.5 T3 163HP FWD INSCRIPTION GEARTRONIC,Otomatik,Benzin,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-volvo/xc40/benzin/15-t3-163hp-fwd-inscription-geartronic-2313491,2.158.000 TL
43.722,AUDI,Q3,2022.0,"1,5",34FFG229,Siyah,OTOMOBİL(AC STATİON) ,F3,35 TFSI 150HP STR ADVANCED,Yarı Otomatik,Benzin,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q3/benzin/35-tfsi-150hp-str-advanced-2307045,2.003.000 TL
76.874,FIAT,EGEA,2021.0,"1,2",34ENC600,Beyaz, ,,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2286703,656.000 TL
47.594,PEUGEOT,2008,2022.0,"1,5",34FDJ651,Gri,OTOMOBİL(AF ÇOK AMAÇLI) ,U,1.5 BLUEHDI 130HP ACTIVE SKYPACK EAT8,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-active-skypack-eat8-2302493,1.216.000 TL
37.533,PEUGEOT,5008,2022.0,"1,5",34FBH227,Turuncu,OTOMOBİL(AFÇOKAMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2298884,1.566.000 TL
135.972,NISSAN,QASHQAI,2020.0,"1,5",34DIF461,Beyaz,OTOMOBİL(AFÇOKAMAÇLI) ,J11,1.5 DCI 115 HP DCT TEKNA,Yarı Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/qashqai/dizel/15-dci-115-hp-dct-tekna-2258316,1.069.000 TL
64.318,FORD,FOCUS,2022.0,"1,5",34FKV657,BUZ BEYAZI,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2314752,1.137.000 TL
71.544,FIAT,500X,2020.0,"1,6",34DPM989,TUTKU KIRMIZI,(OTOMOBİL(AF  ÇOK AMAÇLI) ,334,1.6 MJET 120 HP CROSS DCT,Yarı Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/500x/dizel/16-mjet-120-hp-cross-dct-2264657,957.000 TL
52.36,RENAULT,MEGANE,2021.0,"1,3",34EYT897,Beyaz,OTOMOBİL/(AA SEDAN) ,RFB,SEDAN JOY 1.3 TCE 140 bg EDC,Yarı Otomatik,Benzin,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-joy-13-tce-140-bg-edc-2296615,818.000 TL
44.631,PEUGEOT,2008,2022.0,"1,5",34GCB944,Gri,OTOMOBİL(AF ÇOK AMAÇLI) ,U,1.5 BLUEHDI 130HP ACTIVE EAT8,Otomatik,Dizel,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-active-eat8-2337836,1.144.000 TL
119.773,FORD,FOCUS,2020.0,"1,5",34DHZ664,AKIK SIYAH,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-2258046,993.000 TL
44.612,FIAT,EGEA,2022.0,"1,2",34FGS503,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2309872,721.000 TL
146.478,FORD,FOCUS,2018.0,"1,5",34BKE104,Buz Beyazı+Siyah Kumaş,OTOMOBİL(AA SEDAN) ,DYB,1.5L TDCI 120PS TREND X POWERSHIFT,Yarı Otomatik,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-powershift-1204383,751.500 TL
44.005,PEUGEOT,5008,2022.0,"1,5",34FDG166,Beyaz,OTOMOBİ(AF ÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2302206,1.557.000 TL
46.259,AUDI,Q3,2022.0,"1,5",34FFG167,Siyah,OTOMOBİL(AC STATİON) ,F3,35 TFSI 150HP STR ADVANCED,Yarı Otomatik,Benzin,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q3/benzin/35-tfsi-150hp-str-advanced-1307046,1.999.000 TL
153.935,VOLKSWAGEN,TRANSPORTER,2017.0,2,41FJ361,Beyaz,KAMYONET ,HUSUSİ,CAMLI VAN 2.0 TDI 102 PS 4+1 COMFORTLINE,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/transporter/dizel/camli-van-20-tdi-102-ps-41-comfortline-3424653,930.000 TL
199.703,FIAT,EGEA,2019.0,"1,3",34CGV843,Beyaz,OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 EASY,Manuel,Dizel,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-easy-2235493,524.000 TL
46.362,FORD,TOURNEO COURIER JOURNEY,2022.0,"1,5",34FET983,BUZ BEYAZI,OTOMOBİL(AFÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TREND EU6.2,Manuel,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-trend-eu62-1304606,725.000 TL
95.164,FORD,FOCUS,2020.0,"1,5",34DCZ111,PASIFIK MAVI+ TITANIUM SIYAH KUMAS,OTOMOBİL(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-1255189,961.000 TL
97.368,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DCV336,BUZ BEYAZI,OTOMOBİL(AF ÇOK AMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2254925,656.500 TL
153.016,RENAULT,MEGANE,2019.0,"1,5",34CDH864,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-2232283,753.000 TL
39.68,AUDI,Q3,2022.0,"1,5",34FKZ725,Siyah,OTOMOBİL(AC STATİON) ,F3,35 TFSI 150HP STR ADVANCED,Yarı Otomatik,Benzin,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/q3/benzin/35-tfsi-150hp-str-advanced-2314803,2.031.000 TL
88.637,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DAB393,BUZ BEYAZI,OTOMABİL(AF ÇOK AMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2251630,687.500 TL
66.167,OPEL,MOKKA,2021.0,"1,2",34EUS709,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,U,1.2 TURBO 130HP GS LINE,Otomatik,Benzin,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/mokka/benzin/12-turbo-130hp-gs-line-1292599,1.141.000 TL
69.743,MINI,COOPER,2014.0,"1,5",34KD8904,Turuncu, ,,1.5 COOPER 5KAPI,Yarı Otomatik,Benzin,3400288.0,,https://www.otokocikinciel.com/ikinci-el-mini/cooper/benzin/15-cooper-5kapi-2420143,1.050.000 TL
58.004,FORD,KUGA,2022.0,"1,5",34FIB765,KURŞUN GRİ,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2310949,1.300.000 TL
58.882,OPEL,INSIGNIA,2020.0,"1,5",34DMB354,Gri,OTOMOBİL(AA SEDAN) ,Z-B,1.5 DIESEL 122HP GS EDITION AT-8,Otomatik,Dizel,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/insignia/dizel/15-diesel-122hp-gs-edition-at-8-2261304,1.054.000 TL
49.845,FIAT,EGEA,2022.0,"1,2",34FEU492,Beyaz,OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1304828,728.000 TL
170.237,NISSAN,QASHQAI,2020.0,"1,5",34DIF400,Beyaz,OTOMOBİL(AF ÇOKAMAÇLI) ,J11,1.5 DCI 115 HP DCT TEKNA,Yarı Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/qashqai/dizel/15-dci-115-hp-dct-tekna-2258310,1.030.000 TL
46.475,CITROEN,C4,2021.0,"1,2",34ERZ896,Gri, ,,1.2 PURETECH 155HP SHINE BOLD EAT8,Otomatik,Benzin,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-citroen/c4/benzin/12-puretech-155hp-shine-bold-eat8-2291258,1.167.000 TL
84.965,FIAT,EGEA,2022.0,"1,2",34FMM680,Beyaz,OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-1317129,693.500 TL
198.411,NISSAN,QASHQAI,2020.0,"1,5",34DIF434,Beyaz,OTOMOBİL(AFÇOKAMAÇLI) ,J11,1.5 DCI 115 HP DCT TEKNA,Yarı Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/qashqai/dizel/15-dci-115-hp-dct-tekna-2258313,998.000 TL
27.417,VOLVO,XC90,2022.0,2,34FEM375,DENİM MAVİ,OTOMOBİL/AF ÇOK AMAÇLI) ,L,B5 AWD 7-KOLTUK INSCRIPTION DIZEL/ELEKTR,Otomatik,Dizel,100025.0,,https://www.otokocikinciel.com/ikinci-el-volvo/xc90/dizel/b5-awd-7-koltuk-inscription-dizelelektr-2304631,4.435.000 TL
43.333,PEUGEOT,5008,2022.0,"1,5",34FDF676,Turuncu,OTOMOBİL(AF ÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2301993,1.543.000 TL
48.055,FORD,TOURNEO COURIER JOURNEY,2022.0,"1,5",34FDE046,BUZ BEYAZI,OTOMOBİL(AF MPV) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-1301333,818.000 TL
103.804,RENAULT,MEGANE,2019.0,"1,5",34CJC974,Beyaz, ,,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-2236896,829.000 TL
129.77,FORD,FOCUS,2020.0,"1,5",34DDA344,PASIFIK MAVI+ TITANIUM SIYAH KUMAS,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-2255186,961.000 TL
82.914,BMW,X3,2018.0,"1,6",34BJB827,Beyaz,(AC STATİON) ,G3X-OTOMOBİL,1.6 SDRIVE20I AUTO FIRST EDITION X,Otomatik,Benzin,100025.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/x3/benzin/16-sdrive20i-auto-first-edition-x-2200112,2.144.000 TL
45.668,BMW,3 SERISI,2022.0,"1,6",34FTR032,Beyaz,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I SPORT LINE,Otomatik,Benzin,700048.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-sport-line-2326243,2.286.000 TL
74.884,BMW,3 SERISI,2021.0,"1,6",34EKY293,Siyah,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,5500075.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-1284467,1.932.000 TL
50.074,FIAT,EGEA,2022.0,"1,2",34FME730,Beyaz,(OTOMOBİL(AA SEDAN ) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2316751,702.500 TL
88.683,PEUGEOT,3008,2019.0,"1,5",34CLZ453,Kırmızı,OTOMOBİL(AF MPV) ,M,ACTIVE LIFE 1.5 BLUEHDi 130HP EAT6 SKYPK,Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/dizel/active-life-15-bluehdi-130hp-eat6-skypk-1241231,1.187.000 TL
61.988,FORD,KUGA,2022.0,"1,5",34FGS282,BUZ BEYAZI,OTOMOBİL(AF MPV) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-1307638,1.379.000 TL
46.558,FIAT,EGEA,2022.0,"1,2",34FMG739,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2316869,706.000 TL
72.277,BMW,X1,2018.0,"1,5",34BJB228,Beyaz,OTOMOBİL( AC STEYSIN) ,F1X,1.5 SDRIVE16D X LINE,Otomatik,Dizel,3400246.0,Önden,https://www.otokocikinciel.com/ikinci-el-bmw/x1/dizel/15-sdrive16d-x-line-1199818,1.608.000 TL
46.517,FORD,KUGA,2022.0,"1,5",34FTS088,Manyetik Gri,OTOMOBİL(AF MPV) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-1326160,1.388.000 TL
174.107,FIAT,EGEA,2020.0,"1,2",34DIL811,BULUT BEYAZI,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2258427,566.500 TL
45.786,FIAT,EGEA,2022.0,"1,2",34FMD845,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2316599,670.000 TL
