Kilometre,Marka,Model,Model Yılı,Motor Hacmi,Plaka,Renk,Ruhsat Cins ,Ruhsat Tip,Varyant,Vites Tipi,Yakıt Türü,Yetki Belge No,Çekiş Tipi,url,price
164.165,FORD,C-MAX,2011.0,"1,6",38SV965,Gece Grisi+bej,C-MAX ,GRAND C-MAX TİTANİUM 1.6İ,GRAND C-MAX TITANIUM 1.6I ECOBOOST 180PS,Manuel,Benzin,3400031.0,,https://www.otokocikinciel.com/ikinci-el-ford/c-max/benzin/grand-c-max-titanium-16i-ecoboost-180ps-3367289,680.000 TL
112.48,PEUGEOT,PARTNER TEPEE,2018.0,"1,6",38ABB776,Beyaz,KAMYONET(BB VAN) ,7,ALLURE 1.6 BLUEHDI 120HP EU6 Dizel EU6 Kombi İÇTEN YANMALI,Manuel,Dizel,3400031.0,,https://www.otokocikinciel.com/ikinci-el-peugeot/partner-tepee/dizel/allure-16-bluehdi-120hp-eu6-dizel-eu6-kombi-icten-yanmali-3409415,720.000 TL
138.774,CHEVROLET,AVEO,2012.0,"1,2",50AN384,Beyaz,OTOMOBİL(AA SEDAN) ,KL1T AVEO 1.3,1.3 95HP DİZEL LTZ,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-chevrolet/aveo/dizel/13-95hp-dizel-ltz-3418963,505.000 TL
36.63,FIAT,EGEA,2022.0,"1,6",34FRS507,BULUT BEYAZI,(OTOMOBİL(AF ÇOK AMAÇLI) ,356,1.6 MJET 130HP CROSS URBAN DCT,Yarı Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-130hp-cross-urban-dct-3324792,998.000 TL
36.685,FIAT,EGEA,2022.0,"1,6",34GBC301,KURŞUN GRİ,(OTOMOBİL(AF ÇOK AMAÇLI) ,356,1.6 MJET 130HP CROSS STREET DCT,Yarı Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-130hp-cross-street-dct-3335838,972.000 TL
34.72,FIAT,EGEA,2022.0,"1,6",34FRS912,BULUT BEYAZI,(OTOMOBİL(AF MPV) ,356,1.6 MJET 130HP CROSS URBAN DCT,Yarı Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-130hp-cross-urban-dct-3324895,998.000 TL
137.425,SKODA,SUPERB,2017.0,"1,6",01HU628,Beyaz,OTOMOBİL(AA SEDAN) ,3T,1.6 TDI GREENTECH DSG ACTIVE,Yarı Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/superb/dizel/16-tdi-greentech-dsg-active-3418991,1.155.000 TL
57.089,FIAT,DOBLO COMBI,2022.0,"1,6",38ADA262,Beyaz,FİAT DOBLO ,263,1.6 120 HP MJET EU6DF PREMIO PL.COMBI 7,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/doblo-combi/dizel/16-120-hp-mjet-eu6df-premio-plcombi-7-3420268,750.000 TL
134.535,HYUNDAI,ACCENT,2010.0,"1,4",38YR826,Gri,ACCENT ERA 1.4 START ,MCT,ERA 1.4 START AC,Manuel,Benzin,3400031.0,,https://www.otokocikinciel.com/ikinci-el-hyundai/accent/benzin/era-14-start-ac-3420269,510.000 TL
72.078,AUDI,A4,2019.0,2,34CKA474,Siyah,OTOMOBİL(AA SEDAN) ,B8,2.0 TDI 190 HP STR DESIGN,Yarı Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/a4/dizel/20-tdi-190-hp-str-design-1237949,1.818.000 TL
98.954,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DAB268,BUZ BEYAZI,OTOMABİL(AF MPV) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2252399,666.000 TL
73.614,HYUNDAI,ELANTRA,2016.0,"1,6",06CYB227,Gri,OTOMOBİL (AA SEDAN) ,AD,1.6 D-CVVT STYLE,Manuel,Benzin,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-hyundai/elantra/benzin/16-d-cvvt-style-2407091,675.000 TL
57.814,PEUGEOT,508,2021.0,"1,5",34EZJ892,Mavi,OTOMOBİL (AB HATCHBACK) ,F,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/508/dizel/allure-15-bluehdi-130hp-eat8-2296982,1.272.000 TL
75.266,AUDI,A3,2021.0,"1,5",34EBM201,Siyah,OTOMOBİL(AA SEDAN) ,GY,SEDAN 35 TFSI 150 HP ADVANCED STR,Yarı Otomatik,Benzin,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/a3/benzin/sedan-35-tfsi-150-hp-advanced-str-2272958,1.408.000 TL
52.026,PEUGEOT,5008,2021.0,"1,5",34EBL218,Gri,OTOMOBİL(AFÇOKAMAÇLI) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-2272806,1.448.000 TL
65.471,AUDI,A3,2021.0,"1,5",34EHJ725,Siyah,OTOMOBİL(AA SEDAN) ,GY,SEDAN 35 TFSI 150 HP ADVANCED STR,Yarı Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/a3/benzin/sedan-35-tfsi-150-hp-advanced-str-2280871,1.455.000 TL
65.471,AUDI,A3,2021.0,"1,5",34EHJ725,Siyah,OTOMOBİL(AA SEDAN) ,GY,SEDAN 35 TFSI 150 HP ADVANCED STR,Yarı Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-audi/a3/benzin/sedan-35-tfsi-150-hp-advanced-str-2280871,1.487.000 TL
40.752,PEUGEOT,5008,2022.0,"1,5",34FBH340,Gri,OTOMOBİL(AFÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2298879,1.494.000 TL
214.073,NISSAN,QASHQAI,2019.0,"1,5",34CGS369,Beyaz,OTOMOBİL(AF MPV) ,J11,1.5 DCI 115 HP DCT TEKNA,Yarı Otomatik,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/qashqai/dizel/15-dci-115-hp-dct-tekna-1235374,946.000 TL
84.938,RENAULT,MEGANE,2019.0,"1,5",34CCJ604,Gri,OTOMOBİL/(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-1229752,832.000 TL
107.591,DACIA,DUSTER,2020.0,"1,5",34DLG440,Beyaz,(OTOMOBİL (AC STEYŞIN) ,SR,COMFORT 1.5 BLUE DCI 95 BG 4x2,Manuel,Dizel,2600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-dacia/duster/dizel/comfort-15-blue-dci-95-bg-4x2-2260507,752.500 TL
86.013,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DFK732,BUZ BEYAZI,OTOMABİL(AF MPV) ,JB8,1.5L TDCI 100PS JOURNEY TREND EU6.2,Manuel,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-trend-eu62-1256233,597.500 TL
45.707,PEUGEOT,5008,2022.0,"1,5",34FBH408,Gri,OTOMOBİL( AF ÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2298882,1.554.000 TL
139.753,BMW,3 SERISI,2017.0,2,34KH1264,Siyah,OTOMOBİL(AA SEDAN) ,3L,YENI 320D,Otomatik,Dizel,4200148.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/dizel/yeni-320d-1161946,1.387.000 TL
187.85,FORD,KUGA,2014.0,"1,5",25AJ178,BUZ BEYAZI,HUSUSİ ,OTO,1.5L ECOBOOST 182PS EU6 OTOM. TREND X,Otomatik,Benzin,3400031.0,,https://www.otokocikinciel.com/ikinci-el-ford/kuga/benzin/15l-ecoboost-182ps-eu6-otom-trend-x-3420455,850.000 TL
157.027,FIAT,EGEA,2021.0,"1,6",34DYV610,Paprika Turuncu, OTOMOBİL (AF MPV) ,356 ,1.6 M.JET II DS 130 HP CROSS LOUNGE,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-ii-ds-130-hp-cross-lounge-3414278,850.000 TL
97.848,FORD,FOCUS,2020.0,"1,5",34CSV970,BUZ BEYAZI+ TREND SIYAH KUMAS,OTOMOBİL/(AC STATION) ,DEH,TREND X 1.5L TDCi 120PS 8S AT Y.KASA,Otomatik,Dizel,4300072.0,,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/trend-x-15l-tdci-120ps-8s-at-ykasa-2249011,901.000 TL
62.382,SKODA,SUPERB,2021.0,"1,5",34EIS229,Gri,OTOMOBİL(AA SEDAN) ,3T,1.5 TSI 150 PS DSG ACT PREMIUM,Yarı Otomatik,Benzin,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/superb/benzin/15-tsi-150-ps-dsg-act-premium-2282497,1.210.000 TL
60.388,OPEL,INSIGNIA,2020.0,"1,5",34DMB413,Gri,OTOMOBİL(AB HATCHBACK) ,Z-B,1.5 DIESEL 122HP GS EDITION AT-8,Otomatik,Dizel,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/insignia/dizel/15-diesel-122hp-gs-edition-at-8-2261313,1.058.000 TL
130.057,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34CTP706,BUZ BEYAZI,OTOMABİL(AFÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,1600270.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-1249863,639.000 TL
49.561,FORD,FOCUS,2021.0,"1,5",34EKL358,Aytozu Grisi,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2284080,1.011.000 TL
96.412,RENAULT,MEGANE,2004.0,"1,5",26AGL036,Kahverengi,OTOMOBİL ,MEGANE 1.5 DCI,II DYNAMIQUE 1.5 DCI,Manuel,Dizel,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/ii-dynamique-15-dci-1418951,485.000 TL
292.248,FORD,TRANSIT,2014.0,"2,2",26E5330,BUZ BEYAZI,KAMYONET(BB VAN) ,N1,Yeni 2.2 350 L VAN EU5 GP,Manuel,Dizel,2600099.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-ford/transit/dizel/yeni-22-350-l-van-eu5-gp-1420414,535.000 TL
161.353,OPEL,CORSA,2008.0,"1,2",26TN794,Mavi,OTOMOBİL ,NEW CORSA ES ,1.2I TWINPORT ESSENTIA,Manuel,Benzin,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/corsa/benzin/12i-twinport-essentia-1419283,450.000 TL
158.497,NISSAN,X-TRAIL,2018.0,"1,6",26ABT128,Beyaz,OTOMOBİL (AF ÇOK AMAÇLI) ,T32,1.6 DCI PLATINUM XTR BEJ DOSEME,Otomatik,Dizel,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/x-trail/dizel/16-dci-platinum-xtr-bej-doseme-1420421,1.100.000 TL
147.008,RENAULT,MEGANE,2019.0,"1,5",34CCK270,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,600340.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-2229389,769.500 TL
74.623,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34DCV393,BUZ BEYAZI,OTOMOBİL(AF MPV) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,4200148.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-1254971,668.000 TL
115.828,RENAULT,MEGANE,2019.0,"1,5",34CCJ514,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-1229746,816.000 TL
124.493,FIAT,EGEA,2020.0,"1,2",34DES117,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2256049,540.000 TL
60.722,FIAT,EGEA,2021.0,"1,4",34ENL264,Beyaz,(OTOMOBİL(AF ÇOK AMAÇLI) ,356,1.4 FIRE BZ 95 HP CROSS STREET,Manuel,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/benzin/14-fire-bz-95-hp-cross-street-2420582,625.000 TL
97.048,RENAULT,MEGANE,2020.0,"1,5",34CYR762,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.5 BLUE DCI EDC 115 bg,Yarı Otomatik,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-blue-dci-edc-115-bg-1251348,809.000 TL
130.102,JEEP,GRAND CHEROKEE,2016.0,3,34KH7100,Metalik Siyah,OTOMOBİL(AC STEYŞIN) ,WK,SUMMIT 3.0 250HP 8AT 4X4,Otomatik,Dizel,2600099.0,,https://www.otokocikinciel.com/ikinci-el-jeep/grand-cherokee/dizel/summit-30-250hp-8at-4x4-1160724,2.658.000 TL
131.619,ALFA ROMEO,GIULIETTA,2018.0,"1,6",34BGK464,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,940,1.6 JTD 120HP PROGRESSION TCT,Yarı Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-alfa-romeo/giulietta/dizel/16-jtd-120hp-progression-tct-2192275,809.000 TL
88.413,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34CTP350,BUZ BEYAZI,OTOMABİL(AF ÇOK AMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2249879,669.500 TL
62.391,PEUGEOT,2008,2021.0,"1,5",34EZM669,Turuncu,OTOMOBİL(AF MPV) ,U,1.5 BLUEHDI 130HP ACTIVE EAT8,Otomatik,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-active-eat8-1297121,1.096.000 TL
97.374,FIAT,EGEA,2019.0,"1,3",34CCG390,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 EASY,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-easy-2228574,575.000 TL
115.991,FIAT,EGEA,2019.0,"1,3",34CCG164,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 EASY,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-easy-2228184,546.000 TL
116.305,FIAT,EGEA,2019.0,"1,2",34CCG332,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 URBAN PLUS,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-urban-plus-2228175,589.500 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2284466,1.832.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2314737,1.115.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-lounge-dct-2151803,571.500 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-honda/civic/benzin/16-elegance-cvt-e-3421641,1.185.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-3315413,800.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-fiat/egea/benzin/15-t4-hibrit-130-hp-at-urban-3312363,844.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-gt-line-eat8-3420723,1.320.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-allure-eat8-3420542,1.270.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-icon-15-dci-edc-110-bg-3420538,885.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-ford/ecosport/benzin/10t-ecoboost-125ps-st-line-automatic-3418895,915.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-opel/vectra/benzin/16i-16v-comfort-3420739,395.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-peugeot/rifter/dizel/allure-15-bluehdi-130hp-eat8-eu62-3420773,883.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-dacia/duster/benzin/comfort-13-turbo-150-bg-edc-4x2-3313518,867.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-volkswagen/tiguan/dizel/16tdi-scr-bmt-115-ps-comfortline-3418947,1.195.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-audi/a3/benzin/sedan-35-tfsi-150-hp-s-line-str-3422029,1.725.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-volkswagen/taigo/benzin/10-tsi-110ps-life-dsg-2300230,1.045.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/trend-x-4k-15l-tdci-120ps-8s-at-2308315,1.153.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-1269376,988.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-ford/mondeo/benzin/tit-4d-15-gtdi-165ps-at-e62-2223198,861.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-2297005,1.542.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-active-eat8-1269529,966.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-1312147,815.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-lounge-dct-2151679,607.500 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-fiat/egea/benzin/hb-16-e-torq-110-hp-urban-plus-at6-2422062,910.000 TL
,,,,,,,,,,,,,,https://www.otokocikinciel.com/ikinci-el-volvo/xc40/benzin/t3-fwd-momentum-geartronic-1268328,1.728.000 TL
115.828,RENAULT,MEGANE,2019.0,"1,5",34CCJ514,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-1229746,816.000 TL
124.493,FIAT,EGEA,2020.0,"1,2",34DES117,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-2256049,540.000 TL
60.722,FIAT,EGEA,2021.0,"1,4",34ENL264,Beyaz,(OTOMOBİL(AF ÇOK AMAÇLI) ,356,1.4 FIRE BZ 95 HP CROSS STREET,Manuel,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/benzin/14-fire-bz-95-hp-cross-street-2420582,625.000 TL
97.048,RENAULT,MEGANE,2020.0,"1,5",34CYR762,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.5 BLUE DCI EDC 115 bg,Yarı Otomatik,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-blue-dci-edc-115-bg-1251348,809.000 TL
130.102,JEEP,GRAND CHEROKEE,2016.0,3,34KH7100,Metalik Siyah,OTOMOBİL(AC STEYŞIN) ,WK,SUMMIT 3.0 250HP 8AT 4X4,Otomatik,Dizel,2600099.0,,https://www.otokocikinciel.com/ikinci-el-jeep/grand-cherokee/dizel/summit-30-250hp-8at-4x4-1160724,2.658.000 TL
131.619,ALFA ROMEO,GIULIETTA,2018.0,"1,6",34BGK464,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,940,1.6 JTD 120HP PROGRESSION TCT,Yarı Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-alfa-romeo/giulietta/dizel/16-jtd-120hp-progression-tct-2192275,809.000 TL
88.413,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34CTP350,BUZ BEYAZI,OTOMABİL(AF ÇOK AMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2249879,669.500 TL
62.391,PEUGEOT,2008,2021.0,"1,5",34EZM669,Turuncu,OTOMOBİL(AF MPV) ,U,1.5 BLUEHDI 130HP ACTIVE EAT8,Otomatik,Dizel,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-active-eat8-1297121,1.096.000 TL
97.374,FIAT,EGEA,2019.0,"1,3",34CCG390,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 EASY,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-easy-2228574,575.000 TL
115.991,FIAT,EGEA,2019.0,"1,3",34CCG164,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 EASY,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-easy-2228184,546.000 TL
116.305,FIAT,EGEA,2019.0,"1,2",34CCG332,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6 URBAN PLUS,Manuel,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6-urban-plus-2228175,589.500 TL
76.154,BMW,3 SERISI,2021.0,"1,6",34EKY257,Gri,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,1600091.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2284466,1.832.000 TL
62.404,FORD,FOCUS,2022.0,"1,5",34FKY272,BUZ BEYAZI,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TREND X AUTO,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-auto-2314737,1.115.000 TL
249.86,FIAT,EGEA,2017.0,"1,6",34KH8769,MİSTİK GRİ,(OTOMOBİL(AA SEDAN ,356,1.6 MJET 120 HP LOUNGE DCT,Yarı Otomatik,Dizel,3400152.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-lounge-dct-2151803,571.500 TL
28.712,HONDA,CIVIC,2021.0,"1,6",38AFS176,Beyaz,OTOMOBİL(AA SEDAN) ,FK,1.6 ELEGANCE CVT (E),Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-honda/civic/benzin/16-elegance-cvt-e-3421641,1.185.000 TL
49.94,FORD,TOURNEO COURIER JOURNEY,2022.0,"1,5",34FLR225,BUZ BEYAZI,OTOMABİL(AFÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-3315413,800.000 TL
50.752,FIAT,EGEA,2022.0,"1,5",34FJC579,İNCİ BEJİ,(OTOMOBİL(AA SEDAN) ,356,1.5 T4 HİBRİT 130 HP AT URBAN,Yarı Otomatik,Benzin,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/benzin/15-t4-hibrit-130-hp-at-urban-3312363,844.000 TL
41.47,PEUGEOT,2008,2021.0,"1,5",25ABY026,Gri,HUSUSİ ,OTO,1.5 BLUEHDI 130HP GT-LINE EAT8,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-gt-line-eat8-3420723,1.320.000 TL
31.0,PEUGEOT,2008,2020.0,"1,5",38BC265,Siyah,OTOMOBİL(AF ÇOK AMAÇLI) ,U,1.5 BLUEHDI 130HP ALLURE EAT8,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/2008/dizel/15-bluehdi-130hp-allure-eat8-3420542,1.270.000 TL
98.0,RENAULT,MEGANE,2018.0,"1,5",06BGA991,Siyah,OTOMOBİL(AA SEDAN) ,RFB,Sedan ICON 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,3400031.0,,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-icon-15-dci-edc-110-bg-3420538,885.000 TL
82.669,FORD,ECOSPORT,2018.0,1,34BTU613,BUZ BEYAZI,OTOMOBİL(aB HEÇBEK) ,JK8,1.0T ECOBOOST 125PS ST-LINE AUTOMATIC,Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/ecosport/benzin/10t-ecoboost-125ps-st-line-automatic-3418895,915.000 TL
